image_001.jpg,cross,493.31305,447.20673,-290.24823,488.93268,428.38687,-267.85895,488.79773,427.2772,-267.9413,488.6846,426.3236,-268.0302,483.36142,428.4652,-312.13977,478.92816,427.47156,-312.13934,474.01837,426.79034,-312.17838,470.37067,429.5428,-110.11514,448.4833,431.40927,-306.1182,489.77008,463.72018,-224.72641,481.96124,462.91443,-281.51843,478.0183,512.8242,23.58866,399.6397,501.02115,-358.48746,528.11957,603.0744,-102.50637,501.623,552.11615,-447.0964,532.0495,528.4859,-417.96454,605.7757,537.54987,-345.38202,520.22235,510.53104,-474.9564,641.156,540.6275,-384.07416,517.719,499.93695,-468.00568,642.6552,528.661,-376.4855,517.35205,509.714,-426.94565,629.96533,531.13745,-338.7286,450.2297,755.9542,82.95059,379.01523,750.533,-82.815155,465.59534,930.4072,63.483555,331.5921,893.74524,127.50235,459.16553,1065.7971,209.6101,286.99136,953.44525,640.6007,446.19543,1083.4254,219.25641,269.6923,958.1994,690.11334,473.90823,1133.7405,59.83543,308.6064,1018.73834,610.25134
image_002.jpg,cross,527.5642,442.23642,-362.10327,522.3115,426.68704,-337.1312,523.0435,425.92877,-337.2002,523.6578,425.21677,-337.25296,513.92596,428.31906,-379.7698,507.98224,428.72287,-379.76727,501.01498,429.30313,-379.8033,508.00024,430.54495,-168.16371,473.81583,434.94397,-351.73816,525.87366,458.2006,-292.23462,515.3766,458.99152,-345.6126,528.64386,514.4698,-23.04322,430.27814,497.78308,-379.08038,557.6782,615.66254,-196.74055,503.28467,573.2118,-415.22913,560.3156,533.38837,-569.15106,569.37994,509.39465,-236.82553,576.4038,518.5253,-627.33923,590.659,495.46967,-258.9787,572.1881,507.2804,-615.4221,576.4668,487.17438,-249.5251,565.97345,513.9937,-577.32556,569.54724,493.7054,-227.14906,479.78497,741.7921,62.829765,403.70404,732.3857,-62.664978,481.81616,917.7053,22.96429,369.20587,873.34827,260.5608,475.8683,1060.4755,121.08169,337.27722,925.3567,840.10315,466.38852,1072.5696,123.48918,326.82837,925.54645,895.01044,479.26328,1123.9763,-83.3294,357.49088,984.31213,795.8761
image_003.jpg,cross,463.22446,451.2988,-366.6409,457.4067,432.49597,-337.3382,457.56116,431.49228,-337.37036,457.80887,430.51996,-337.40366,450.71432,432.71143,-379.19876,445.54538,432.15747,-379.2225,439.91928,431.84778,-379.27628,439.65945,434.10272,-153.93845,416.59497,436.39908,-338.24512,459.99197,466.48007,-292.50085,450.35437,465.85718,-345.8807,450.7483,518.52826,-14.647144,372.14532,506.0985,-413.1997,505.57397,549.9531,-167.16151,481.93127,528.8453,-582.08826,516.7519,523.9999,-493.49756,599.95715,522.0201,-524.65607,490.54202,500.6214,-557.14105,640.7423,531.7969,-576.2144,483.3035,489.928,-551.95526,643.7524,523.2066,-558.1841,481.9494,499.3823,-503.87216,634.4941,520.7789,-515.0831,421.7397,747.6129,83.16105,351.27576,745.92255,-83.03342,450.44235,909.0003,40.5437,301.4584,885.1553,213.64392,440.11322,1040.7585,233.23373,249.73878,950.13684,770.1596,425.6502,1060.6254,247.77075,230.56006,955.8183,824.615,464.8704,1104.6019,86.05736,269.65045,1010.18286,730.38904
image_004.jpg,cross,516.17865,460.69684,-280.3271,509.44113,442.193,-253.58186,508.8186,441.2472,-253.67705,508.34216,440.20895,-253.72249,505.4677,443.35574,-300.3379,501.74115,443.37973,-300.33667,497.82474,443.28104,-300.40985,490.48666,443.579,-85.67932,476.81088,445.8454,-293.258,513.1351,474.97253,-211.70412,508.05765,475.14676,-271.8008,491.5972,524.50684,41.180275,433.05524,508.67426,-376.46658,520.8031,596.40125,-86.07564,539.3414,519.7013,-551.2471,546.5668,559.54425,-404.98807,669.5213,532.72754,-514.85,550.60175,553.91705,-467.78555,708.6339,538.1648,-574.3568,533.2722,524.5709,-475.8696,706.3281,529.66077,-555.9475,527.2302,535.2558,-420.87598,694.5988,531.25195,-506.81128,460.17163,751.303,91.26522,393.1161,748.96454,-91.127815,487.45898,906.2939,70.96811,336.5585,887.2426,204.55247,475.65054,1041.1677,276.73486,280.4381,952.54285,784.739,460.1851,1058.7488,292.26877,262.79944,950.2338,840.3294,497.9153,1096.649,126.0574,292.47818,1011.9859,741.4193
image_005.jpg,cross,477.50247,460.09674,-130.40437,468.95285,441.1938,-114.54135,467.28577,439.8536,-114.63634,465.54822,438.6445,-114.78987,467.30334,442.5747,-165.28792,464.53644,442.29874,-165.28532,461.49063,442.1301,-165.3878,444.27875,442.31378,-16.714699,441.50912,445.4501,-245.95625,472.91202,473.88467,-87.851616,470.22977,473.93936,-154.95941,419.84265,515.23645,157.33533,414.61307,512.1016,-359.45197,459.02216,549.859,480.8672,541.20984,521.0142,-429.05826,512.12463,562.77893,654.16766,658.9393,519.5747,-346.7257,544.07574,578.0166,692.70386,687.74146,526.10205,-398.8789,546.04315,573.2722,647.8849,691.4575,516.5446,-383.188,540.5701,573.5223,638.59827,682.0715,516.29584,-339.6834,416.38593,750.9541,131.80055,352.54398,747.9339,-132.00557,455.50873,897.5211,261.40265,293.9316,884.4347,159.69464,442.38593,1031.4656,460.8218,225.43079,963.3465,624.0419,428.24722,1051.417,478.852,201.3074,965.1331,670.0292,477.22812,1084.6001,376.7376,252.16096,1022.44415,589.1497
image_006.jpg,cross,501.72467,447.9438,-149.84802,494.68985,429.96182,-135.91016,493.4345,428.499,-135.9795,492.18884,427.06952,-136.0733,493.49927,431.6998,-188.26938,491.38113,431.55176,-188.2623,489.1462,431.45483,-188.40852,474.9098,427.2756,-33.109352,473.19193,431.76135,-271.19543,497.96246,461.06033,-103.47758,495.7174,461.78387,-173.2463,436.77274,501.37802,159.17494,453.2268,488.25122,-387.86078,485.15305,537.7826,480.96783,578.2631,492.32077,-463.79288,534.86383,548.80707,654.55194,711.0332,497.8341,-366.83234,572.4818,569.50867,697.543,749.99994,509.49387,-422.10672,576.25165,565.3219,648.94464,759.6838,498.60892,-395.86887,572.8168,566.8617,638.2504,746.07446,496.79318,-355.36765,447.26895,748.76984,143.2209,388.91345,749.3945,-143.49419,496.56958,894.35864,317.43643,330.5215,883.68634,230.17436,480.48895,1034.0686,543.09283,259.6681,971.6648,720.0902,464.03427,1054.2955,564.51184,234.28296,976.43463,767.7963,524.40204,1080.8075,456.55923,289.51144,1028.81,674.8144
image_007.jpg,cross,529.59515,452.32068,-158.78253,520.78784,432.95044,-142.64862,518.84717,431.8336,-142.71695,516.8201,430.78683,-142.82207,520.0214,433.9404,-197.27612,517.6786,433.62103,-197.25542,515.1859,433.3793,-197.32944,494.64355,434.31207,-36.406353,496.5126,435.91946,-284.33212,523.8624,467.5176,-111.32492,521.9952,466.98633,-183.83688,454.9372,501.50665,149.70116,474.24777,495.2653,-390.3062,514.6285,516.843,442.83817,595.2847,501.96075,-456.97873,603.2725,558.904,585.0896,710.5206,510.61325,-343.61652,622.98846,557.9551,625.29443,746.4062,515.6578,-398.058,627.968,559.2949,573.7332,752.32904,506.65256,-368.40863,620.88495,563.3186,565.96747,738.12427,506.62875,-330.99924,455.6317,742.7348,140.87708,395.28757,742.2968,-141.17928,496.34927,892.0775,321.28757,334.49896,873.98004,219.08112,474.58652,1031.0713,545.4113,259.52484,953.765,699.6419,458.24902,1052.8927,566.6638,235.5106,959.8451,745.90424,516.3159,1076.1713,459.94623,283.83752,1011.44293,651.8612
image_008.jpg,cross,474.03983,575.8287,-103.317085,472.42334,562.71265,-91.522,470.93555,561.67914,-91.565056,469.31363,560.70386,-91.64326,471.96176,563.4586,-137.43553,470.36368,562.9669,-137.45686,468.67334,562.57776,-137.60776,451.00354,561.3906,-12.79252,455.31903,563.69257,-222.46281,465.0782,587.10443,-67.098495,464.92987,587.2917,-128.96579,393.73718,621.5911,158.65549,438.96744,627.90955,-331.5229,417.6759,597.61676,460.9432,562.18414,614.4294,-434.80023,465.83438,587.4878,679.22296,681.3232,605.34686,-407.6228,469.91333,578.1415,729.4165,711.9142,609.68054,-465.45694,476.04807,577.58295,692.79895,714.68225,602.71735,-437.22388,478.8258,585.29614,669.8952,703.30334,603.195,-397.23224,377.4382,847.68164,151.33083,357.64777,851.1622,-151.82027,446.45206,956.0504,348.88013,284.927,1000.6905,-58.399277,430.03598,1094.4681,610.5124,185.94772,1118.2323,119.536,412.43832,1122.8011,632.7777,154.48146,1130.047,132.05606,490.80298,1130.5287,573.65063,214.94878,1170.7114,-4.647799
image_009.jpg,cross,361.23816,542.70795,-115.099625,357.1244,528.0501,-104.44645,355.24734,526.62823,-104.5048,353.20636,525.19214,-104.60336,356.5042,529.18994,-149.28133,354.52667,528.754,-149.26228,352.49783,528.3917,-149.36046,333.78705,523.14215,-23.990978,336.98297,526.8427,-231.60529,351.6412,553.8,-78.44252,351.29605,553.9073,-139.10036,280.9955,584.8525,148.54596,303.97552,596.5973,-337.18744,282.80856,569.2832,505.19836,445.78943,576.4494,-447.6783,306.21744,569.86304,775.8073,566.4789,571.4664,-410.93582,305.75583,568.81915,821.68036,603.75494,579.97205,-456.26498,310.7253,568.20276,794.1596,608.39343,566.08307,-449.68286,314.95825,572.40656,770.118,596.0502,566.4994,-406.68033,288.86737,835.6941,145.83958,245.03299,841.2199,-146.29251,358.9688,943.9367,371.6509,190.03961,992.20667,2.4717102,346.38907,1083.1108,635.9154,83.95259,1107.8319,203.36168,327.2668,1114.4781,658.5901,58.459564,1122.4142,220.43298,410.86807,1118.6948,606.0794,119.5206,1164.8229,103.6165
image_010.jpg,cross,386.44174,548.3695,-533.0338,398.9633,526.5528,-570.83435,404.7834,525.7009,-570.7909,410.98605,524.599,-570.9782,391.9427,524.14435,-517.89905,392.94745,521.8451,-518.0468,394.0488,519.4529,-518.13666,443.10968,521.14703,-608.81934,416.1474,513.8648,-369.14526,403.49918,563.23413,-531.9621,394.5525,558.03986,-463.26584,535.0217,609.5271,-607.9784,396.00223,551.2261,-194.75807,487.88287,778.72546,-795.51,255.22578,568.4685,-129.33751,427.59943,649.473,-950.4394,110.930374,559.85474,-276.51163,409.65353,610.94684,-1035.438,58.441017,562.20465,-313.03137,414.66254,591.63275,-1026.1224,54.151386,560.9978,-369.40698,422.32413,598.57477,-953.93225,69.93919,563.25397,-310.75836,509.47617,886.2615,-156.51862,491.5548,858.9608,156.32564,436.11835,1032.1605,124.296906,571.03925,977.014,659.40436,450.97278,1193.8508,440.36746,661.99603,1092.0044,1138.3123,472.1764,1222.4905,472.5144,688.3923,1110.755,1190.9065,363.9595,1217.8818,374.11,605.58295,1140.6693,1173.2354
