WhatsApp Image 2024-03-10 at 15.56.44 (1).jpeg,null,378.66794,501.0521,-461.25916,386.2812,475.15158,-414.6192,393.55054,474.23648,-414.55133,400.4854,473.1351,-414.5949,359.2929,477.5,-437.77206,349.2864,478.2843,-437.7643,339.00873,478.92047,-437.672,399.3939,476.5388,-137.11642,325.16412,484.21124,-233.68918,394.5373,527.50616,-350.29907,361.65656,529.92786,-377.65738,397.56024,589.0045,190.2298,330.13766,600.6097,-356.60388,449.06964,693.7235,199.03418,497.8533,713.17145,-448.3958,459.70197,625.4481,-40.452335,701.1513,768.5748,-366.57556,464.8166,621.02545,-93.32209,749.09406,815.0976,-409.65903,433.1344,602.6094,-103.90963,764.53986,813.0493,-406.67667,434.35596,604.70514,-58.251644,742.52594,796.3546,-358.6782,407.71494,960.4373,172.01585,356.47214,969.71234,-172.40465,403.34027,1211.7769,298.87442,407.54352,1253.7344,-160.35625,333.32724,1430.51,474.00394,379.42236,1530.6514,-161.27469,299.16922,1464.4952,483.9323,350.6344,1552.136,-170.02765,412.3119,1518.9642,413.53708,467.3401,1559.8577,-343.52792
WhatsApp Image 2024-03-10 at 15.56.44 (1)_augmented.jpg,null,364.79922,486.68436,-459.477,371.6562,461.5255,-408.87222,378.90262,460.76093,-408.78143,385.55734,459.79153,-408.8044,345.1003,463.9641,-437.4707,335.14145,464.90317,-437.46317,325.1459,465.90445,-437.38065,384.60153,463.77774,-113.1057,311.55176,471.64847,-232.18053,380.28845,512.2053,-340.85803,348.05984,514.9042,-374.7983,379.31528,573.687,227.9525,316.8272,582.8979,-354.77026,431.79053,670.01666,126.18712,477.63812,689.7664,-447.64728,429.14737,609.1415,-251.52432,675.1928,744.1156,-354.33185,410.57663,575.91486,-319.32104,722.2718,786.5215,-396.7359,414.69635,583.90753,-318.87097,735.80914,783.8999,-393.40857,415.4331,586.2075,-268.53287,715.617,769.75714,-345.08978,397.79312,930.02844,185.35951,350.54874,940.515,-185.79163,398.4003,1173.6877,313.18338,399.12808,1218.5215,-184.17392,332.27023,1377.2784,509.8701,369.9209,1488.1427,-166.19006,298.78635,1406.5762,521.68396,348.63754,1508.87,-173.26279,403.655,1466.9053,446.30115,455.94797,1514.6726,-356.8032
WhatsApp Image 2024-03-10 at 15.56.44 (2).jpeg,null,361.44745,517.0442,-404.10687,368.73163,490.8825,-360.8109,375.7098,488.13596,-360.85318,381.75705,485.22797,-360.89664,342.83234,493.92685,-394.7754,331.3648,494.3351,-394.79944,321.41483,495.14212,-394.8216,381.68686,486.2861,-96.5667,304.0341,500.91534,-238.20932,376.72034,539.71454,-297.00043,342.03348,541.9266,-337.73422,389.01694,595.63324,199.00964,292.9041,607.1288,-337.779,452.1165,714.6243,-87.34124,431.36826,756.66034,-384.10864,427.39883,633.12213,-610.11316,576.84064,854.71765,-307.3233,417.92712,597.8226,-706.78424,595.63116,906.9271,-345.49942,410.9896,584.2489,-677.36237,611.505,902.538,-357.6695,409.4188,596.2046,-619.3726,605.377,889.65796,-304.25204,390.27087,965.48413,176.26324,333.3646,976.40875,-176.57834,389.48257,1209.7289,222.76889,384.10278,1257.3118,-262.04285,308.57205,1427.754,356.8103,367.2249,1530.3959,-304.7172,268.50052,1464.0836,360.89648,340.74777,1566.8708,-320.89325,379.6864,1482.6887,270.08365,440.44727,1575.2125,-516.486
WhatsApp Image 2024-03-10 at 15.56.44 (2)_augmented.jpg,null,949.6882,576.1777,-438.50266,971.9823,549.1213,-445.266,982.4178,549.48444,-445.34177,992.1176,550.0874,-445.5404,942.31946,545.5161,-394.67093,933.3516,543.4211,-394.5345,925.5114,541.0732,-394.62457,1011.65173,556.54486,-317.55377,927.8707,543.15405,-92.22854,970.7762,604.5304,-378.49268,936.52637,600.94727,-314.9049,1027.2947,691.10583,-470.3435,924.35284,674.06866,278.95816,854.6009,859.27216,-521.6732,845.10333,846.18365,-24.735518,698.55914,964.10785,-323.4142,876.0237,695.3532,-603.6339,665.84875,1027.1796,-352.9585,883.89197,652.726,-681.094,655.0651,1014.7697,-355.26398,894.4555,644.46515,-632.52826,662.623,999.90424,-310.67987,898.94293,658.3059,-601.12134,977.48,1093.4833,-233.7664,914.5061,1085.0636,233.34155,922.0539,1393.6298,-256.71652,919.8709,1362.6715,263.17703,956.1203,1705.752,-142.87613,1009.72253,1579.7313,495.82367,1005.46027,1723.3658,-139.16331,1049.1425,1616.916,510.35147,877.86835,1752.0331,-333.51044,926.7991,1692.5935,374.69623
WhatsApp Image 2024-03-10 at 15.56.44 (3).jpeg,null,379.08063,518.66547,-286.28244,388.86707,494.1083,-245.32492,394.92776,492.43988,-245.37108,400.46246,490.58984,-245.3646,362.69653,496.43942,-285.33527,350.8592,496.0144,-285.18323,341.05243,495.58142,-285.13965,404.0532,492.39334,16.038656,324.67712,496.48868,-163.44276,391.98767,539.5906,-180.38966,359.38608,542.31177,-232.1358,415.91428,607.1742,305.66006,291.56458,602.6259,-216.55432,489.78824,765.17017,93.68629,297.82416,784.47504,-259.82382,446.8059,635.4781,-320.9909,293.96228,962.60754,-288.7694,434.98798,594.0716,-387.85394,279.52173,1024.9993,-318.652,429.38766,585.5112,-355.2919,304.9522,1028.4493,-354.43427,427.25455,594.92566,-320.27682,314.5991,1008.5695,-296.22433,392.41068,967.20703,203.21088,337.287,967.8173,-203.44748,387.72104,1213.543,320.68646,393.19055,1257.6296,-301.3414,325.35632,1435.2079,447.15152,378.51254,1534.5741,-392.7533,285.28458,1460.3296,449.88574,339.6324,1557.4194,-411.4957,416.6557,1496.6451,372.39923,446.01248,1571.1576,-595.54626
WhatsApp Image 2024-03-10 at 15.56.44 (3)_augmented.jpg,null,825.12994,518.59766,-278.95068,843.4532,496.9502,-259.27048,853.28925,495.85706,-259.3136,862.93445,494.76056,-259.33685,816.92957,495.76758,-234.34004,810.0067,494.2183,-234.338,803.6223,492.60345,-234.30019,877.93463,496.49405,-87.22838,805.14343,492.21838,24.658297,844.7425,543.1559,-207.96507,813.72974,540.3453,-176.51836,913.7189,610.6198,-107.1683,781.67926,616.3183,310.69403,901.75244,779.61237,-112.28097,713.29236,764.8258,86.2992,904.828,955.746,-156.5471,761.9271,634.3463,-439.03653,910.385,1020.1048,-181.15103,774.33356,595.6139,-514.6939,894.0086,1017.1525,-219.67145,778.4894,586.87524,-496.6654,885.6424,997.2858,-167.30058,780.17236,596.91736,-443.48694,875.40344,942.03625,-191.65955,806.8893,947.4543,191.54395,820.1628,1188.0269,-270.9546,804.5414,1197.4006,123.93765,879.4623,1313.5468,-99.63661,833.96747,1444.7716,219.17018,920.25635,1323.1422,-91.73091,869.3689,1458.3021,217.18599,795.1755,1424.4805,-272.40054,742.672,1527.3136,35.403656
WhatsApp Image 2024-03-10 at 15.56.44.jpeg,null,410.93054,521.66364,-396.97226,417.06763,495.82025,-349.91248,423.2817,493.87503,-349.93927,427.98453,491.8012,-349.98367,392.83762,497.66788,-385.86465,383.0335,497.3702,-385.89316,373.8798,497.5412,-385.90393,425.61053,493.90732,-68.77462,356.2213,506.2059,-219.43097,420.79877,544.10474,-282.97516,390.92044,545.4964,-326.43295,433.5197,594.93506,268.9599,339.30017,618.34924,-302.26218,489.82584,703.4049,137.47652,441.45807,777.53705,-355.56653,448.95612,644.91095,-252.75327,546.58984,913.5703,-314.80737,443.91013,633.34845,-314.96674,558.7123,966.00507,-353.4231,438.36053,611.8939,-298.75183,581.3768,961.254,-366.31058,436.0451,632.66504,-261.70023,577.82184,947.189,-310.99286,426.1899,956.61926,181.00093,378.1438,971.40515,-181.19215,416.17267,1203.3928,266.27902,438.25745,1242.139,-312.0292,350.1227,1424.0621,416.2704,442.40512,1529.7562,-393.23203,314.30923,1471.3579,419.60815,418.71704,1567.1984,-414.37317,428.42502,1495.3613,310.62982,515.33795,1554.3411,-624.1182
WhatsApp Image 2024-03-10 at 15.56.44_augmented.jpg,null,392.54294,441.8578,-308.24515,399.1749,420.8869,-265.96692,403.5129,420.29495,-265.99054,408.00198,419.4462,-266.03918,381.1879,417.92508,-300.54913,372.03583,415.74158,-300.57877,363.0542,413.81384,-300.62695,402.86642,419.06134,-23.565073,341.24942,416.0431,-170.11377,395.89673,464.20328,-210.04498,372.0639,460.25064,-252.57231,390.77206,501.44003,272.32355,316.94043,508.46155,-251.22324,428.7303,597.8693,248.388,383.97272,647.59656,-300.50473,411.40042,530.1571,17.241552,458.4096,782.4498,-299.15152,413.8298,520.7934,-18.65629,463.87402,826.8795,-338.4763,409.52606,504.8448,-10.122348,483.3339,826.06244,-350.13852,403.50635,520.54016,9.836366,482.75494,813.82587,-296.97577,352.17624,801.3863,160.5273,308.82672,805.5329,-160.737,321.44214,1006.6645,177.80319,328.39545,1034.6923,-280.5295,233.89178,1204.3018,277.62604,292.27936,1282.5535,-326.25555,202.73154,1235.445,278.12604,260.93698,1312.332,-341.62646,286.11194,1274.2594,177.96774,353.07156,1323.0834,-521.0751
WhatsApp Image 2024-03-10 at 15.58.35 (1).jpeg,null,580.758,112.93216,-643.14343,580.1101,80.91617,-604.11273,585.21014,80.65219,-604.033,589.9968,80.248405,-603.9133,552.6895,80.61795,-641.1493,537.8476,80.04012,-641.20776,519.8958,79.46062,-641.09314,563.79346,91.53891,-350.98846,472.12927,89.89554,-532.471,579.21716,152.74548,-544.5504,547.9419,154.1224,-595.08325,576.4063,291.47577,-83.91329,365.8552,286.21912,-557.1911,597.4531,515.8047,92.129684,341.66568,570.6864,-588.7626,653.7944,681.84937,-25.94199,427.66714,793.5626,-678.6843,672.3884,737.9999,-69.20782,448.51834,855.3751,-757.9135,674.90137,732.2628,-133.85509,483.16934,843.9106,-776.06494,662.3602,711.2187,-58.218895,484.2958,824.9461,-685.8995,573.78284,752.50903,157.2364,456.35443,773.56775,-157.53964,568.22363,966.5289,629.54724,440.45972,1026.1528,255.23329,556.6582,1148.0513,1067.0682,437.0557,1251.5173,699.82117,531.1756,1181.2642,1105.7642,412.9969,1283.3754,735.19995,668.95764,1192.0435,1024.623,517.4728,1352.7158,545.00195
WhatsApp Image 2024-03-10 at 15.58.35 (1)_augmented.jpg,null,524.43146,140.12617,-945.3051,513.86505,107.68787,-889.8761,519.2159,107.40674,-889.7414,524.2419,107.08579,-889.5504,485.52792,111.43712,-941.8267,469.9676,114.31257,-941.92175,450.2338,118.28773,-941.9383,500.1773,125.40591,-552.15155,401.1488,141.63792,-803.024,534.39166,179.75381,-814.79645,500.5996,187.3398,-885.57135,550.51355,349.75262,-185.98334,319.42358,385.5465,-833.9105,612.6214,591.95215,23.763382,346.73288,700.65717,-939.9691,711.77856,756.6708,-167.7924,483.03342,931.95776,-1080.104,743.0283,817.89606,-221.46977,515.8909,999.0838,-1194.228,746.89496,812.13983,-303.48752,549.11194,980.45825,-1214.9353,729.7478,790.1416,-209.3691,546.3811,958.3241,-1088.9393,633.1989,855.90137,215.51682,509.10544,902.81946,-216.11559,680.05884,1103.84,872.9158,544.24603,1190.8845,328.83987,708.4442,1297.4474,1500.0865,582.2301,1449.2501,969.13196,688.0478,1341.2997,1554.267,561.3544,1484.965,1022.77936,838.548,1334.0675,1422.8168,696.60956,1533.5239,764.2285
